"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate","Growth.Indicator","Value","Tuition_Av"
"2018","Uganda","Robert Gordon University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,21000
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,21000
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,21000
"2018","Uganda","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,21000
"2018","Uganda","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,14500
"2018","Uganda","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,14500
"2018","Uganda","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,17500
"2018","Uganda","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,17500
"2018","Uganda","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,17500
"2018","Uganda","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,17500
"2018","Uganda","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,18500
"2018","Uganda","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,18500
"2018","Uganda","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,18500
"2018","Uganda","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,18500
"2018","Uganda","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,21000
"2018","Uganda","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,21000
"2018","Uganda","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,21000
"2018","Uganda","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,21000
"2018","Uganda","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,15500
"2018","Uganda","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,15500
"2018","Uganda","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,15500
"2018","Uganda","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,15500
"2018","Uganda","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,15500
"2018","Uganda","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,15500
"2018","Uganda","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,15500
"2018","Uganda","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,15500
"2018","Uganda","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,14250
"2018","Uganda","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,14250
"2018","Uganda","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,14250
"2018","Uganda","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,14250
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,13500
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,13500
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,13500
"2018","Uganda","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,13500
"2019","China","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",450,8.83,"GDP ",5.950500754,14875
"2019","China","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",450,8.83,"Inflation ",1.286700408,14875
"2019","China","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"GDP ",5.950500754,14875
"2019","China","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"Inflation ",1.286700408,14875
"2019","China","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",400,8.83,"GDP ",5.950500754,16500
"2019","China","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",400,8.83,"Inflation ",1.286700408,16500
"2019","China","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"GDP ",5.950500754,16500
"2019","China","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"Inflation ",1.286700408,16500
"2019","China","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",400,8.83,"GDP ",5.950500754,16375
"2019","China","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",400,8.83,"Inflation ",1.286700408,16375
"2019","China","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"GDP ",5.950500754,16375
"2019","China","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"Inflation ",1.286700408,16375
"2019","China","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",1950,8.83,"GDP ",5.950500754,20500
"2019","China","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",1950,8.83,"Inflation ",1.286700408,20500
"2019","China","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"GDP ",5.950500754,20500
"2019","China","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",0,8.83,"Inflation ",1.286700408,20500
"2019","China","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",2150,8.83,"GDP ",5.950500754,19750
"2019","China","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",2150,8.83,"Inflation ",1.286700408,19750
"2019","China","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",50,8.83,"GDP ",5.950500754,19750
"2019","China","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","September","January",50,8.83,"Inflation ",1.286700408,19750
