"Country","Fiscal_Year","HE.Provider","FX_Rate","Enrollment","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Growth.Indicator","Value"
"Kenya","2014","Glasgow School of Art",146.55,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",146.55,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",146.7,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",146.7,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",146.73,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",146.73,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",148.07,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",148.07,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Glasgow School of Art",149.82,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Glasgow School of Art",149.82,0,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",140.7,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",140.7,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",140.81,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",140.81,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",141.97,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",141.97,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",143,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",143,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",143.79,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",143.79,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",144.45,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",144.45,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",144.66,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",144.66,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",146.55,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",146.55,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",146.7,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",146.7,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",146.73,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",146.73,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",148.07,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",148.07,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Heriot-Watt University",149.82,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Heriot-Watt University",149.82,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",140.7,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",140.7,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",140.81,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",140.81,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",141.97,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",141.97,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",143,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",143,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",143.79,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",143.79,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",144.45,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",144.45,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",144.66,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",144.66,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
"Kenya","2014","Queen Margaret University, Edinburgh",146.55,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",5.020111002
"Kenya","2014","Queen Margaret University, Edinburgh",146.55,10,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",7.635031901
